source,destination,algorithm,path,cost,hops
0,1,BFS,None,inf,None
0,1,DFS,None,inf,None
0,1,Dijkstra,None,inf,None
0,1,A*,None,inf,None
0,1,Bellman-Ford,None,inf,None
0,2,BFS,"[0, 2]",1337.0,1
0,2,DFS,"[0, 2]",1337.0,1
0,2,Dijkstra,"[0, 7, 2]",708.0,2
0,2,A*,"[0, 7, 2]",708.0,2
0,2,Bellman-Ford,"[0, 7, 2]",708.0,2
0,3,BFS,"[0, 4, 3]",1906.0,2
0,3,DFS,"[0, 2, 9, 6, 7, 4, 3]",4071.0,6
0,3,Dijkstra,"[0, 7, 8, 3]",972.0,3
0,3,A*,"[0, 7, 8, 3]",972.0,3
0,3,Bellman-Ford,"[0, 7, 8, 3]",972.0,3
0,4,BFS,"[0, 4]",924.0,1
0,4,DFS,"[0, 2, 9, 6, 7, 4]",3089.0,5
0,4,Dijkstra,"[0, 7, 4]",124.0,2
0,4,A*,"[0, 7, 4]",124.0,2
0,4,Bellman-Ford,"[0, 7, 4]",124.0,2
0,5,BFS,"[0, 7, 5]",770.0,2
0,5,DFS,"[0, 2, 9, 6, 7, 5]",3735.0,5
0,5,Dijkstra,"[0, 7, 5]",770.0,2
0,5,A*,"[0, 7, 5]",770.0,2
0,5,Bellman-Ford,"[0, 7, 5]",770.0,2
0,6,BFS,"[0, 8, 6]",803.0,2
0,6,DFS,"[0, 2, 9, 6]",2311.0,3
0,6,Dijkstra,"[0, 7, 8, 6]",466.0,3
0,6,A*,"[0, 7, 8, 6]",466.0,3
0,6,Bellman-Ford,"[0, 7, 8, 6]",466.0,3
0,7,BFS,"[0, 7]",-64.0,1
0,7,DFS,"[0, 2, 9, 6, 7]",2901.0,4
0,7,Dijkstra,"[0, 7]",-64.0,1
0,7,A*,"[0, 7]",-64.0,1
0,7,Bellman-Ford,"[0, 7]",-64.0,1
0,8,BFS,"[0, 8]",89.0,1
0,8,DFS,"[0, 2, 9, 6, 7, 8]",2717.0,5
0,8,Dijkstra,"[0, 7, 8]",-248.0,2
0,8,A*,"[0, 8]",89.0,1
0,8,Bellman-Ford,"[0, 7, 8]",-248.0,2
0,9,BFS,"[0, 2, 9]",1787.0,2
0,9,DFS,"[0, 2, 9]",1787.0,2
0,9,Dijkstra,"[0, 7, 2, 9]",1158.0,3
0,9,A*,"[0, 7, 2, 9]",1158.0,3
0,9,Bellman-Ford,"[0, 7, 2, 9]",1158.0,3
1,2,BFS,"[1, 0, 2]",1854.0,2
1,2,DFS,"[1, 0, 2]",1854.0,2
1,2,Dijkstra,"[1, 9, 2]",858.0,2
1,2,A*,"[1, 9, 2]",858.0,2
1,2,Bellman-Ford,"[1, 9, 2]",858.0,2
1,3,BFS,"[1, 0, 4, 3]",2423.0,3
1,3,DFS,"[1, 0, 2, 9, 6, 7, 4, 3]",4588.0,7
1,3,Dijkstra,"[1, 5, 4, 3]",1304.0,3
1,3,A*,"[1, 5, 4, 3]",1304.0,3
1,3,Bellman-Ford,"[1, 5, 4, 3]",1304.0,3
1,4,BFS,"[1, 0, 4]",1441.0,2
1,4,DFS,"[1, 0, 2, 9, 6, 7, 4]",3606.0,6
1,4,Dijkstra,"[1, 5, 4]",322.0,2
1,4,A*,"[1, 5, 4]",322.0,2
1,4,Bellman-Ford,"[1, 5, 4]",322.0,2
1,5,BFS,"[1, 5]",229.0,1
1,5,DFS,"[1, 0, 2, 9, 6, 7, 5]",4252.0,6
1,5,Dijkstra,"[1, 5]",229.0,1
1,5,A*,"[1, 5]",229.0,1
1,5,Bellman-Ford,"[1, 5]",229.0,1
1,6,BFS,"[1, 9, 6]",766.0,2
1,6,DFS,"[1, 0, 2, 9, 6]",2828.0,4
1,6,Dijkstra,"[1, 9, 6]",766.0,2
1,6,A*,"[1, 9, 6]",766.0,2
1,6,Bellman-Ford,"[1, 9, 6]",766.0,2
1,7,BFS,"[1, 0, 7]",453.0,2
1,7,DFS,"[1, 0, 2, 9, 6, 7]",3418.0,5
1,7,Dijkstra,"[1, 0, 7]",453.0,2
1,7,A*,"[1, 0, 7]",453.0,2
1,7,Bellman-Ford,"[1, 0, 7]",453.0,2
1,8,BFS,"[1, 0, 8]",606.0,2
1,8,DFS,"[1, 0, 2, 9, 6, 7, 8]",3234.0,6
1,8,Dijkstra,"[1, 0, 7, 8]",269.0,3
1,8,A*,"[1, 0, 8]",606.0,2
1,8,Bellman-Ford,"[1, 0, 7, 8]",269.0,3
1,9,BFS,"[1, 9]",242.0,1
1,9,DFS,"[1, 0, 2, 9]",2304.0,3
1,9,Dijkstra,"[1, 9]",242.0,1
1,9,A*,"[1, 9]",242.0,1
1,9,Bellman-Ford,"[1, 9]",242.0,1
2,3,BFS,"[2, 9, 7, 4, 3]",2397.0,4
2,3,DFS,"[2, 9, 6, 7, 4, 0, 8, 3]",3875.0,7
2,3,Dijkstra,"[2, 9, 7, 8, 3]",2263.0,4
2,3,A*,"[2, 9, 7, 8, 3]",2263.0,4
2,3,Bellman-Ford,"[2, 9, 7, 8, 3]",2263.0,4
2,4,BFS,"[2, 9, 7, 4]",1415.0,3
2,4,DFS,"[2, 9, 6, 7, 4]",1752.0,4
2,4,Dijkstra,"[2, 9, 7, 4]",1415.0,3
2,4,A*,"[2, 9, 7, 4]",1415.0,3
2,4,Bellman-Ford,"[2, 9, 7, 4]",1415.0,3
2,5,BFS,"[2, 9, 7, 5]",2061.0,3
2,5,DFS,"[2, 9, 6, 7, 5]",2398.0,4
2,5,Dijkstra,"[2, 9, 7, 5]",2061.0,3
2,5,A*,"[2, 9, 7, 5]",2061.0,3
2,5,Bellman-Ford,"[2, 9, 7, 5]",2061.0,3
2,6,BFS,"[2, 9, 6]",974.0,2
2,6,DFS,"[2, 9, 6]",974.0,2
2,6,Dijkstra,"[2, 9, 6]",974.0,2
2,6,A*,"[2, 9, 6]",974.0,2
2,6,Bellman-Ford,"[2, 9, 6]",974.0,2
2,7,BFS,"[2, 9, 7]",1227.0,2
2,7,DFS,"[2, 9, 6, 7]",1564.0,3
2,7,Dijkstra,"[2, 9, 7]",1227.0,2
2,7,A*,"[2, 9, 7]",1227.0,2
2,7,Bellman-Ford,"[2, 9, 7]",1227.0,2
2,8,BFS,"[2, 9, 7, 8]",1043.0,3
